<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.08	19:02:00	26499.94	26512.60	26495.68	26506.64	30	0	802
2026.02.08	19:03:00	26503.27	26517.28	26498.22	26516.34	30	0	802
2026.02.08	19:04:00	26516.96	26544.87	26514.45	26544.87	30	0	802
2026.02.08	19:05:00	26538.88	26538.88	26500.64	26503.93	30	0	802
2026.02.08	19:06:00	26503.10	26549.80	26495.10	26549.80	30	0	802
2026.02.08	19:07:00	26552.35	26564.75	26526.53	26548.76	29	0	802
2026.02.08	19:08:00	26551.69	26576.23	26549.19	26576.23	30	0	802
2026.02.08	19:09:00	26580.99	26580.99	26540.62	26553.53	30	0	802
2026.02.08	19:10:00	26548.50	26548.50	26492.11	26492.11	30	0	802
2026.02.08	19:11:00	26486.90	26521.66	26486.90	26511.79	30	0	802
2026.02.08	19:12:00	26508.00	26508.00	26472.28	26481.03	30	0	802
2026.02.08	19:13:00	26477.96	26481.27	26436.60	26457.14	30	0	802
2026.02.08	19:14:00	26460.37	26486.72	26454.67	26485.63	30	0	802
2026.02.08	19:15:00	26498.29	26563.01	26489.62	26563.01	30	0	802
2026.02.08	19:16:00	26558.62	26558.62	26514.71	26518.87	30	0	802
2026.02.08	19:17:00	26525.31	26542.03	26499.30	26521.31	30	0	802
2026.02.08	19:18:00	26521.00	26570.98	26521.00	26532.25	30	0	802
2026.02.08	19:19:00	26524.44	26552.39	26524.44	26542.07	30	0	802
2026.02.08	19:20:00	26539.47	26539.81	26517.31	26519.77	30	0	802
2026.02.08	19:21:00	26514.73	26536.36	26490.55	26499.23	30	0	802
2026.02.08	19:22:00	26503.40	26515.83	26470.70	26485.55	30	0	802
2026.02.08	19:23:00	26493.97	26493.97	26462.96	26480.33	30	0	802
2026.02.08	19:24:00	26479.63	26524.04	26479.63	26509.37	30	0	802
2026.02.08	19:25:00	26511.77	26529.73	26497.62	26503.01	30	0	802
2026.02.08	19:26:00	26507.45	26507.45	26467.53	26476.10	30	0	802
2026.02.08	19:27:00	26479.04	26504.45	26470.87	26493.00	30	0	802
2026.02.08	19:28:00	26501.87	26507.97	26465.84	26465.84	30	0	802
2026.02.08	19:29:00	26472.05	26512.90	26472.05	26512.31	30	0	802
2026.02.08	19:30:00	26506.82	26528.27	26485.52	26491.71	30	0	802
2026.02.08	19:31:00	26489.49	26491.88	26461.34	26491.88	30	0	802
2026.02.08	19:32:00	26490.73	26491.31	26436.08	26447.82	30	0	802
2026.02.08	19:33:00	26442.06	26442.06	26400.38	26406.03	30	0	802
2026.02.08	19:34:00	26413.80	26413.80	26365.14	26407.80	30	0	802
2026.02.08	19:35:00	26407.02	26436.84	26404.93	26422.80	30	0	802
2026.02.08	19:36:00	26424.80	26426.98	26399.78	26411.19	30	0	802
2026.02.08	19:37:00	26411.40	26433.00	26402.51	26428.79	30	0	802
2026.02.08	19:38:00	26428.37	26432.14	26384.95	26409.58	30	0	802
2026.02.08	19:39:00	26408.82	26438.17	26408.82	26421.01	30	0	802
2026.02.08	19:40:00	26423.26	26423.26	26341.38	26349.02	30	0	802
2026.02.08	19:41:00	26352.70	26364.58	26338.36	26347.79	30	0	802
2026.02.08	19:42:00	26349.79	26391.14	26341.68	26373.97	30	0	802
2026.02.08	19:43:00	26379.60	26466.18	26379.60	26466.18	30	0	802
2026.02.08	19:44:00	26471.59	26474.15	26439.24	26439.24	30	0	802
2026.02.08	19:45:00	26443.71	26461.68	26439.63	26452.64	30	0	802
2026.02.08	19:46:00	26442.38	26470.37	26441.55	26446.70	30	0	802
2026.02.08	19:47:00	26446.13	26469.60	26431.95	26460.82	30	0	802
2026.02.08	19:48:00	26461.66	26477.26	26454.47	26454.47	30	0	802
2026.02.08	19:49:00	26460.97	26487.07	26460.97	26469.38	30	0	802
2026.02.08	19:50:00	26461.20	26478.89	26458.10	26462.11	30	0	802
2026.02.08	19:51:00	26472.66	26486.14	26462.07	26462.33	30	0	802
2026.02.08	19:52:00	26464.82	26511.57	26459.90	26511.57	30	0	802
2026.02.08	19:53:00	26497.38	26500.97	26486.07	26499.44	30	0	802
2026.02.08	19:54:00	26504.53	26506.45	26484.15	26506.45	30	0	802
2026.02.08	19:55:00	26502.23	26517.21	26492.69	26494.84	30	0	802
2026.02.08	19:56:00	26481.60	26500.43	26468.00	26497.72	30	0	802
2026.02.08	19:57:00	26495.72	26514.60	26494.52	26498.65	30	0	802
2026.02.08	19:58:00	26503.64	26555.49	26503.64	26555.49	30	0	802
2026.02.08	19:59:00	26543.11	26553.64	26515.97	26515.97	30	0	802
2026.02.08	20:00:00	26523.33	26543.25	26516.77	26525.23	30	0	802
2026.02.08	20:01:00	26521.41	26528.74	26441.78	26443.50	30	0	802
2026.02.08	20:02:00	26445.77	26449.43	26405.82	26405.82	30	0	802
2026.02.08	20:03:00	26400.90	26416.57	26395.85	26416.29	30	0	802
2026.02.08	20:04:00	26413.96	26421.09	26390.60	26398.15	30	0	802
2026.02.08	20:05:00	26390.40	26424.06	26386.03	26408.83	30	0	802
2026.02.08	20:06:00	26412.42	26433.26	26391.00	26406.65	30	0	802
2026.02.08	20:07:00	26410.61	26431.25	26401.67	26418.83	30	0	802
2026.02.08	20:08:00	26425.12	26444.56	26416.37	26427.05	30	0	802
2026.02.08	20:09:00	26428.32	26446.15	26423.94	26423.94	30	0	802
2026.02.08	20:10:00	26425.93	26435.07	26415.80	26417.76	30	0	802
2026.02.08	20:11:00	26422.01	26454.30	26404.53	26427.67	30	0	802
2026.02.08	20:12:00	26427.00	26429.78	26394.61	26404.93	30	0	802
2026.02.08	20:13:00	26411.24	26415.33	26389.01	26405.77	30	0	802
2026.02.08	20:14:00	26404.98	26410.80	26387.86	26401.74	30	0	802
2026.02.08	20:15:00	26394.43	26395.25	26372.82	26389.06	30	0	802
2026.02.08	20:16:00	26390.89	26425.48	26390.89	26420.69	30	0	802
2026.02.08	20:17:00	26414.21	26438.63	26409.57	26432.58	30	0	802
2026.02.08	20:18:00	26443.39	26468.99	26434.88	26468.99	30	0	802
2026.02.08	20:19:00	26474.74	26517.99	26474.74	26510.62	30	0	802
2026.02.08	20:20:00	26513.05	26513.05	26469.10	26480.45	30	0	802
2026.02.08	20:21:00	26477.31	26477.31	26413.88	26415.71	30	0	802
2026.02.08	20:22:00	26420.73	26442.46	26379.55	26379.55	30	0	802
2026.02.08	20:23:00	26371.74	26390.25	26349.85	26390.25	30	0	802
2026.02.08	20:24:00	26400.49	26407.71	26363.01	26363.31	30	0	802
2026.02.08	20:25:00	26368.49	26382.02	26353.14	26366.29	30	0	802
2026.02.08	20:26:00	26365.73	26408.95	26363.27	26408.95	30	0	802
2026.02.08	20:27:00	26412.90	26445.99	26408.92	26418.27	30	0	802
2026.02.08	20:28:00	26420.01	26440.48	26416.74	26418.89	30	0	802
2026.02.08	20:29:00	26418.33	26446.51	26410.82	26421.63	30	0	802
2026.02.08	20:30:00	26420.80	26437.86	26408.64	26424.03	30	0	802
2026.02.08	20:31:00	26428.95	26430.33	26377.11	26405.24	30	0	802
2026.02.08	20:32:00	26404.00	26427.23	26400.95	26410.01	30	0	802
2026.02.08	20:33:00	26419.13	26454.39	26417.14	26454.39	30	0	802
2026.02.08	20:34:00	26462.11	26494.17	26457.72	26477.74	30	0	802
2026.02.08	20:35:00	26480.06	26488.74	26460.36	26466.39	30	0	802
2026.02.08	20:36:00	26465.05	26498.10	26454.67	26485.43	30	0	802
2026.02.08	20:37:00	26492.53	26541.17	26484.89	26531.35	30	0	802
2026.02.08	20:38:00	26527.03	26535.80	26515.75	26518.51	30	0	802
2026.02.08	20:39:00	26515.41	26563.93	26500.60	26563.64	30	0	802
2026.02.08	20:40:00	26562.43	26562.43	26525.47	26549.80	30	0	802
2026.02.08	20:41:00	26548.57	26586.49	26548.57	26571.81	30	0	802
2026.02.08	20:42:00	26569.61	26602.94	26567.25	26594.95	30	0	802
2026.02.08	20:43:00	26596.12	26597.36	26556.89	26559.58	30	0	802
2026.02.08	20:44:00	26557.91	26579.44	26537.58	26539.76	30	0	802
2026.02.08	20:45:00	26532.55	26552.39	26505.06	26515.46	30	0	802
2026.02.08	20:46:00	26513.62	26563.80	26512.45	26549.99	30	0	802
2026.02.08	20:47:00	26548.98	26581.03	26544.99	26581.03	30	0	802
2026.02.08	20:48:00	26582.70	26597.14	26575.60	26575.60	30	0	802
2026.02.08	20:49:00	26572.25	26582.98	26545.63	26545.63	30	0	802
2026.02.08	20:50:00	26552.00	26570.50	26550.40	26565.31	30	0	802
2026.02.08	20:51:00	26566.20	26583.86	26551.96	26577.42	30	0	802
2026.02.08	20:52:00	26585.26	26594.38	26550.92	26560.08	30	0	802
2026.02.08	20:53:00	26559.80	26569.94	26546.78	26546.78	30	0	802
2026.02.08	20:54:00	26538.45	26548.11	26523.37	26525.45	30	0	802
2026.02.08	20:55:00	26518.72	26531.28	26494.92	26502.82	30	0	802
2026.02.08	20:56:00	26501.41	26514.74	26476.13	26477.97	30	0	802
2026.02.08	20:57:00	26474.97	26497.99	26474.97	26493.16	30	0	802
2026.02.08	20:58:00	26495.75	26497.78	26456.21	26456.21	30	0	802
2026.02.08	20:59:00	26460.55	26483.60	26455.19	26462.63	30	0	802
2026.02.08	21:00:00	26472.58	26477.95	26431.93	26441.47	30	0	802
2026.02.08	21:01:00	26441.31	26460.28	26425.26	26439.84	30	0	802
2026.02.08	21:02:00	26444.86	26470.65	26443.53	26443.53	30	0	802
2026.02.08	21:03:00	26450.50	26455.98	26426.67	26451.28	30	0	802
2026.02.08	21:04:00	26461.03	26468.33	26445.69	26465.42	30	0	802
2026.02.08	21:05:00	26461.76	26471.58	26448.55	26471.58	30	0	802
2026.02.08	21:06:00	26474.48	26494.65	26473.73	26481.64	30	0	802
2026.02.08	21:07:00	26491.09	26509.95	26484.14	26509.95	30	0	802
2026.02.08	21:08:00	26509.86	26534.96	26504.12	26504.12	30	0	802
2026.02.08	21:09:00	26506.22	26524.57	26502.41	26516.45	30	0	802
2026.02.08	21:10:00	26517.03	26547.09	26495.45	26503.29	30	0	802
2026.02.08	21:11:00	26502.19	26566.24	26502.19	26566.24	30	0	802
2026.02.08	21:12:00	26565.95	26582.13	26554.60	26572.39	30	0	802
2026.02.08	21:13:00	26573.80	26573.80	26542.25	26544.50	30	0	802
2026.02.08	21:14:00	26541.46	26546.19	26522.37	26530.64	30	0	802
2026.02.08	21:15:00	26524.06	26548.72	26501.81	26548.72	30	0	802
2026.02.08	21:16:00	26552.65	26565.36	26520.93	26520.93	30	0	802
2026.02.08	21:17:00	26516.50	26516.50	26465.89	26495.59	30	0	802
2026.02.08	21:18:00	26497.76	26498.90	26479.07	26493.14	30	0	802
2026.02.08	21:19:00	26494.55	26534.78	26486.91	26533.52	30	0	802
2026.02.08	21:20:00	26533.04	26546.57	26527.34	26538.06	30	0	802
2026.02.08	21:21:00	26536.00	26561.90	26520.36	26558.78	30	0	802
2026.02.08	21:22:00	26559.97	26570.30	26538.54	26551.69	30	0	802
2026.02.08	21:23:00	26550.24	26562.69	26541.41	26552.51	30	0	802
2026.02.08	21:24:00	26560.23	26602.74	26550.52	26602.74	30	0	802
2026.02.08	21:25:00	26601.48	26621.94	26601.48	26621.94	30	0	802
2026.02.08	21:26:00	26620.15	26622.02	26599.83	26622.02	30	0	802
2026.02.08	21:27:00	26621.54	26638.67	26607.17	26611.96	30	0	802
2026.02.08	21:28:00	26610.79	26618.74	26567.05	26578.26	30	0	802
2026.02.08	21:29:00	26571.99	26596.04	26563.21	26570.54	30	0	802
2026.02.08	21:30:00	26570.99	26636.58	26562.35	26627.81	30	0	802
2026.02.08	21:31:00	26624.32	26624.88	26606.49	26612.34	30	0	802
2026.02.08	21:32:00	26604.01	26609.83	26579.96	26590.18	30	0	802
2026.02.08	21:33:00	26587.46	26589.53	26568.98	26579.46	30	0	802
2026.02.08	21:34:00	26579.40	26582.27	26518.70	26522.06	30	0	802
2026.02.08	21:35:00	26521.54	26532.80	26490.20	26490.43	30	0	802
2026.02.08	21:36:00	26489.74	26551.36	26486.05	26548.89	30	0	802
2026.02.08	21:37:00	26548.24	26595.60	26542.63	26584.29	29	0	802
2026.02.08	21:38:00	26572.92	26575.11	26533.87	26551.09	30	0	802
2026.02.08	21:39:00	26548.20	26587.49	26548.20	26587.49	30	0	802
2026.02.08	21:40:00	26581.41	26592.57	26557.93	26592.57	30	0	802
2026.02.08	21:41:00	26594.92	26594.92	26563.37	26571.64	30	0	802
2026.02.08	21:42:00	26572.60	26572.60	26520.69	26540.02	30	0	802
2026.02.08	21:43:00	26533.10	26536.51	26502.48	26522.16	30	0	802
2026.02.08	21:44:00	26514.43	26571.74	26504.58	26544.43	30	0	802
2026.02.08	21:45:00	26546.54	26548.03	26522.75	26522.80	30	0	802
2026.02.08	21:46:00	26532.56	26549.90	26532.33	26545.56	30	0	802
2026.02.08	21:47:00	26549.19	26559.52	26519.19	26519.89	30	0	802
2026.02.08	21:48:00	26516.64	26538.84	26511.55	26533.89	30	0	802
2026.02.08	21:49:00	26535.25	26544.09	26511.07	26544.09	30	0	802
2026.02.08	21:50:00	26545.13	26555.46	26522.51	26554.59	30	0	802
2026.02.08	21:51:00	26554.51	26580.70	26552.01	26569.42	30	0	802
2026.02.08	21:52:00	26564.61	26580.17	26552.87	26573.56	30	0	802
2026.02.08	21:53:00	26570.82	26573.60	26530.10	26542.31	30	0	802
2026.02.08	21:54:00	26544.07	26544.90	26525.13	26542.87	30	0	802
2026.02.08	21:55:00	26540.05	26549.72	26497.16	26504.95	30	0	802
2026.02.08	21:56:00	26508.70	26525.55	26495.63	26504.38	30	0	802
2026.02.08	21:57:00	26504.64	26524.79	26493.73	26521.44	30	0	802
2026.02.08	21:58:00	26526.31	26561.67	26526.31	26548.73	30	0	802
2026.02.08	21:59:00	26552.71	26553.73	26531.17	26547.09	30	0	802
2026.02.08	22:00:00	26547.62	26547.62	26508.43	26530.55	29	0	802
2026.02.08	22:01:00	26532.29	26551.93	26532.29	26549.90	30	0	802
2026.02.08	22:02:00	26548.07	26573.91	26530.84	26562.24	30	0	802
2026.02.08	22:03:00	26568.42	26604.33	26560.00	26604.33	30	0	802
2026.02.08	22:04:00	26604.48	26637.52	26591.32	26636.82	30	0	802
2026.02.08	22:05:00	26643.84	26661.39	26626.03	26627.45	30	0	802
2026.02.08	22:06:00	26629.05	26648.52	26626.77	26630.07	30	0	802
2026.02.08	22:07:00	26624.27	26682.64	26624.27	26679.41	30	0	802
2026.02.08	22:08:00	26673.99	26697.12	26673.99	26687.89	30	0	802
2026.02.08	22:09:00	26678.23	26680.02	26635.33	26638.95	30	0	802
2026.02.08	22:10:00	26638.01	26643.24	26615.04	26627.57	30	0	802
2026.02.08	22:11:00	26628.99	26651.01	26628.99	26635.60	30	0	802
2026.02.08	22:12:00	26624.78	26667.66	26623.50	26658.89	30	0	802
2026.02.08	22:13:00	26654.75	26655.36	26600.08	26600.08	30	0	802
2026.02.08	22:14:00	26598.37	26620.09	26580.03	26617.05	30	0	802
2026.02.08	22:15:00	26618.70	26658.25	26615.68	26658.25	30	0	802
2026.02.08	22:16:00	26657.97	26662.80	26633.42	26650.25	30	0	802
2026.02.08	22:17:00	26648.63	26663.42	26625.12	26625.12	30	0	802
2026.02.08	22:18:00	26630.05	26651.68	26624.53	26645.45	30	0	802
2026.02.08	22:19:00	26650.83	26703.00	26646.86	26700.91	30	0	802
2026.02.08	22:20:00	26698.30	26698.30	26674.33	26692.76	30	0	802
2026.02.08	22:21:00	26689.96	26713.94	26685.74	26702.69	30	0	802
2026.02.08	22:22:00	26705.21	26733.43	26694.66	26699.08	30	0	802
2026.02.08	22:23:00	26701.79	26708.46	26674.82	26690.08	30	0	802
2026.02.08	22:24:00	26695.45	26700.61	26686.60	26691.95	30	0	802
2026.02.08	22:25:00	26692.94	26701.69	26659.39	26664.28	30	0	802
2026.02.08	22:26:00	26651.77	26668.97	26642.76	26666.20	30	0	802
2026.02.08	22:27:00	26660.95	26677.52	26657.67	26668.82	30	0	802
2026.02.08	22:28:00	26667.06	26667.06	26640.00	26644.75	30	0	802
2026.02.08	22:29:00	26642.96	26659.04	26624.35	26637.38	30	0	802
2026.02.08	22:30:00	26633.61	26637.71	26611.45	26637.71	30	0	802
2026.02.08	22:31:00	26632.00	26668.31	26618.87	26664.99	30	0	802
2026.02.08	22:32:00	26659.33	26696.70	26643.85	26696.70	30	0	802
2026.02.08	22:33:00	26696.42	26696.42	26653.47	26665.35	30	0	802
2026.02.08	22:34:00	26671.42	26689.55	26662.78	26670.53	30	0	802
2026.02.08	22:35:00	26659.99	26697.60	26651.45	26683.74	30	0	802
2026.02.08	22:36:00	26685.68	26713.75	26664.63	26713.75	30	0	802
2026.02.08	22:37:00	26715.46	26723.35	26693.67	26715.02	30	0	802
2026.02.08	22:38:00	26711.92	26729.73	26699.68	26727.14	30	0	802
2026.02.08	22:39:00	26730.77	26751.30	26716.33	26721.68	30	0	802
2026.02.08	22:40:00	26726.56	26726.56	26664.75	26678.40	30	0	802
2026.02.08	22:41:00	26677.62	26704.42	26667.57	26704.42	30	0	802
2026.02.08	22:42:00	26709.41	26715.66	26656.60	26656.60	30	0	802
2026.02.08	22:43:00	26648.99	26665.96	26638.57	26638.57	30	0	802
2026.02.08	22:44:00	26639.35	26676.01	26632.27	26676.01	30	0	802
2026.02.08	22:45:00	26673.81	26698.50	26668.99	26695.61	30	0	802
2026.02.08	22:46:00	26694.35	26714.76	26694.35	26696.40	30	0	802
2026.02.08	22:47:00	26703.76	26703.76	26638.27	26640.09	30	0	802
2026.02.08	22:48:00	26642.77	26653.67	26624.59	26647.56	30	0	802
2026.02.08	22:49:00	26650.60	26659.09	26633.23	26636.92	30	0	802
2026.02.08	22:50:00	26639.15	26689.15	26638.60	26689.15	30	0	802
2026.02.08	22:51:00	26691.90	26698.67	26660.19	26660.19	30	0	802
2026.02.08	22:52:00	26659.20	26680.05	26641.67	26676.12	30	0	802
2026.02.08	22:53:00	26673.45	26678.35	26632.60	26645.46	30	0	802
2026.02.08	22:54:00	26642.11	26647.73	26630.60	26642.36	30	0	802
2026.02.08	22:55:00	26649.55	26659.85	26619.85	26624.01	30	0	802
2026.02.08	22:56:00	26623.34	26628.89	26601.45	26614.76	30	0	802
2026.02.08	22:57:00	26608.54	26637.45	26594.55	26596.85	30	0	802
2026.02.08	22:58:00	26605.85	26625.31	26598.78	26621.15	30	0	802
2026.02.08	22:59:00	26624.85	26660.00	26624.79	26660.00	30	0	802
2026.02.08	23:00:00	26657.80	26677.69	26646.59	26647.79	30	0	802
2026.02.08	23:01:00	26645.57	26646.88	26603.55	26610.67	30	0	802
2026.02.08	23:02:00	26608.68	26611.14	26581.66	26598.93	30	0	802
2026.02.08	23:03:00	26600.86	26643.16	26598.13	26631.30	30	0	802
2026.02.08	23:04:00	26633.89	26654.62	26619.34	26619.34	30	0	802
2026.02.08	23:05:00	26615.10	26646.20	26611.90	26615.18	30	0	802
2026.02.08	23:06:00	26617.17	26662.83	26604.96	26662.83	30	0	802
2026.02.08	23:07:00	26664.75	26676.24	26648.11	26673.52	30	0	802
2026.02.08	23:08:00	26667.93	26695.26	26661.50	26679.76	30	0	802
2026.02.08	23:09:00	26681.47	26708.31	26672.30	26695.88	30	0	802
2026.02.08	23:10:00	26696.41	26731.75	26696.41	26696.96	30	0	802
2026.02.08	23:11:00	26691.54	26747.70	26679.22	26729.26	30	0	802
2026.02.08	23:12:00	26731.16	26758.82	26731.16	26747.52	30	0	802
2026.02.08	23:13:00	26748.70	26758.27	26723.78	26723.78	30	0	802
2026.02.08	23:14:00	26732.35	26774.77	26732.35	26770.88	30	0	802
2026.02.08	23:15:00	26764.34	26787.38	26749.28	26787.38	30	0	802
2026.02.08	23:16:00	26791.43	26791.43	26746.11	26749.99	30	0	802
2026.02.08	23:17:00	26750.81	26779.28	26743.80	26743.80	30	0	802
2026.02.08	23:18:00	26741.38	26763.98	26731.82	26738.58	30	0	802
2026.02.08	23:19:00	26738.84	26741.04	26724.55	26731.45	30	0	802
2026.02.08	23:20:00	26734.77	26758.12	26734.77	26758.12	30	0	802
2026.02.08	23:21:00	26761.69	26790.40	26751.20	26751.20	30	0	802
2026.02.08	23:22:00	26762.33	26787.84	26762.33	26787.84	30	0	802
2026.02.08	23:23:00	26788.61	26788.61	26750.07	26751.07	30	0	802
2026.02.08	23:24:00	26753.04	26802.23	26745.30	26802.23	30	0	802
2026.02.08	23:25:00	26812.58	26865.92	26803.21	26852.44	30	0	802
2026.02.08	23:26:00	26851.32	26886.44	26849.76	26884.07	30	0	802
2026.02.08	23:27:00	26885.55	26922.39	26870.07	26922.39	30	0	802
2026.02.08	23:28:00	26928.34	26958.77	26925.38	26925.38	30	0	802
2026.02.08	23:29:00	26924.15	26938.08	26909.44	26935.79	30	0	802
2026.02.08	23:30:00	26942.49	26953.10	26930.73	26949.34	30	0	802
2026.02.08	23:31:00	26947.99	26973.62	26928.03	26942.12	30	0	802
2026.02.08	23:32:00	26933.99	26955.24	26922.77	26944.09	30	0	802
2026.02.08	23:33:00	26942.07	26974.83	26938.67	26955.30	30	0	802
2026.02.08	23:34:00	26957.17	26957.17	26884.44	26884.87	30	0	802
2026.02.08	23:35:00	26889.05	26903.05	26871.07	26871.07	30	0	802
2026.02.08	23:36:00	26866.73	26866.73	26831.78	26841.31	30	0	802
2026.02.08	23:37:00	26844.61	26869.19	26842.61	26862.25	30	0	802
2026.02.08	23:38:00	26859.61	26859.61	26823.14	26824.42	30	0	802
2026.02.08	23:39:00	26836.43	26845.60	26811.70	26822.62	30	0	802
2026.02.08	23:40:00	26821.60	26821.60	26788.94	26804.88	30	0	802
2026.02.08	23:41:00	26804.96	26808.78	26739.39	26739.39	30	0	802
2026.02.08	23:42:00	26746.79	26803.51	26745.03	26784.60	30	0	802
2026.02.08	23:43:00	26788.52	26823.22	26782.56	26813.14	30	0	802
2026.02.08	23:44:00	26812.70	26816.68	26796.16	26812.13	30	0	802
2026.02.08	23:45:00	26803.99	26853.74	26797.82	26849.15	30	0	802
2026.02.08	23:46:00	26849.17	26876.66	26821.07	26821.07	30	0	802
2026.02.08	23:47:00	26825.68	26832.31	26808.20	26832.31	30	0	802
2026.02.08	23:48:00	26832.21	26877.02	26830.35	26873.02	30	0	802
2026.02.08	23:49:00	26869.74	26879.06	26826.89	26827.09	30	0	802
2026.02.08	23:50:00	26835.43	26881.62	26835.43	26841.94	30	0	802
2026.02.08	23:51:00	26837.89	26848.55	26786.54	26795.39	30	0	802
2026.02.08	23:52:00	26797.65	26803.79	26782.15	26802.64	30	0	802
2026.02.08	23:53:00	26808.25	26808.25	26763.60	26770.77	30	0	802
2026.02.08	23:54:00	26765.54	26789.05	26757.57	26769.25	30	0	802
2026.02.08	23:55:00	26759.11	26770.90	26750.08	26765.96	30	0	802
2026.02.08	23:56:00	26762.61	26772.34	26706.68	26714.63	30	0	802
2026.02.08	23:57:00	26713.72	26724.53	26690.38	26713.66	30	0	802
2026.02.08	23:58:00	26710.52	26713.99	26639.96	26645.81	30	0	802
2026.02.08	23:59:00	26641.59	26656.53	26617.82	26621.65	30	0	802
2026.02.09	00:00:00	26622.75	26633.59	26594.37	26597.23	30	0	802
2026.02.09	00:01:00	26595.47	26609.84	26570.03	26570.56	30	0	802
2026.02.09	00:02:00	26572.02	26579.87	26550.70	26550.70	30	0	802
2026.02.09	00:03:00	26555.95	26588.68	26555.47	26565.81	30	0	802
2026.02.09	00:04:00	26570.72	26596.23	26563.20	26591.25	30	0	802
2026.02.09	00:05:00	26592.88	26605.45	26576.58	26602.04	30	0	802
2026.02.09	00:06:00	26606.96	26610.70	26579.26	26584.10	30	0	802
2026.02.09	00:07:00	26585.63	26596.91	26571.59	26588.19	30	0	802
2026.02.09	00:08:00	26593.85	26630.94	26582.34	26625.93	30	0	802
2026.02.09	00:09:00	26622.32	26637.32	26605.70	26629.52	30	0	802
2026.02.09	00:10:00	26642.11	26695.75	26632.62	26693.80	30	0	802
2026.02.09	00:11:00	26693.61	26730.61	26679.59	26681.45	30	0	802
2026.02.09	00:12:00	26675.93	26695.85	26658.11	26658.11	30	0	802
2026.02.09	00:13:00	26656.31	26696.23	26656.31	26675.06	30	0	802
2026.02.09	00:14:00	26675.43	26675.47	26637.14	26638.80	30	0	802
2026.02.09	00:15:00	26641.11	26664.25	26639.38	26655.09	30	0	802
2026.02.09	00:16:00	26659.92	26680.47	26647.09	26650.63	30	0	802
2026.02.09	00:17:00	26650.49	26650.49	26621.34	26626.94	30	0	802
2026.02.09	00:18:00	26627.17	26651.36	26615.56	26641.41	30	0	802
2026.02.09	00:19:00	26648.51	26691.50	26647.66	26682.67	30	0	802
2026.02.09	00:20:00	26681.65	26708.69	26681.65	26683.90	30	0	802
2026.02.09	00:21:00	26680.99	26684.92	26617.62	26640.23	30	0	802
2026.02.09	00:22:00	26644.34	26653.12	26624.34	26633.67	30	0	802
2026.02.09	00:23:00	26634.66	26652.61	26602.17	26602.17	30	0	802
2026.02.09	00:24:00	26604.51	26649.77	26604.51	26632.25	30	0	802
2026.02.09	00:25:00	26630.46	26668.26	26627.08	26668.26	30	0	802
2026.02.09	00:26:00	26666.80	26728.60	26662.14	26728.60	30	0	802
2026.02.09	00:27:00	26724.87	26746.94	26715.09	26737.49	30	0	802
2026.02.09	00:28:00	26740.58	26759.78	26736.22	26754.51	30	0	802
2026.02.09	00:29:00	26750.37	26752.79	26728.79	26745.60	30	0	802
2026.02.09	00:30:00	26741.53	26766.44	26741.53	26752.51	30	0	802
2026.02.09	00:31:00	26748.25	26757.31	26707.07	26720.19	30	0	802
2026.02.09	00:32:00	26715.52	26743.14	26709.17	26724.25	30	0	802
2026.02.09	00:33:00	26717.31	26732.61	26697.98	26724.60	30	0	802
2026.02.09	00:34:00	26727.98	26733.42	26691.62	26691.62	30	0	802
2026.02.09	00:35:00	26689.88	26689.96	26652.04	26681.22	30	0	802
2026.02.09	00:36:00	26674.74	26726.72	26674.74	26703.30	30	0	802
2026.02.09	00:37:00	26706.23	26712.12	26675.40	26686.99	30	0	802
2026.02.09	00:38:00	26686.42	26699.42	26649.02	26649.80	30	0	802
2026.02.09	00:39:00	26633.28	26690.78	26633.28	26677.15	30	0	802
2026.02.09	00:40:00	26673.33	26681.87	26655.84	26666.49	30	0	802
2026.02.09	00:41:00	26676.50	26679.92	26637.78	26638.63	30	0	802
2026.02.09	00:42:00	26641.62	26667.13	26631.06	26634.25	30	0	802
2026.02.09	00:43:00	26630.95	26648.05	26626.31	26630.57	30	0	802
2026.02.09	00:44:00	26634.70	26664.33	26628.39	26652.94	30	0	802
2026.02.09	00:45:00	26647.46	26690.44	26647.46	26679.71	30	0	802
2026.02.09	00:46:00	26678.37	26691.43	26659.99	26677.01	30	0	802
2026.02.09	00:47:00	26676.59	26700.67	26656.31	26678.95	30	0	802
2026.02.09	00:48:00	26674.29	26684.25	26668.83	26678.68	30	0	802
2026.02.09	00:49:00	26682.72	26753.15	26682.72	26753.15	30	0	802
2026.02.09	00:50:00	26747.32	26748.57	26716.64	26726.75	30	0	802
2026.02.09	00:51:00	26721.52	26736.78	26691.14	26691.14	30	0	802
2026.02.09	00:52:00	26696.03	26704.19	26678.45	26690.45	30	0	802
2026.02.09	00:53:00	26697.01	26699.72	26659.04	26661.82	30	0	802
2026.02.09	00:54:00	26657.70	26709.84	26657.11	26705.38	30	0	802
2026.02.09	00:55:00	26702.45	26773.93	26702.45	26773.93	30	0	802
2026.02.09	00:56:00	26769.38	26804.48	26769.38	26776.78	29	0	802
2026.02.09	00:57:00	26779.50	26787.26	26750.30	26750.30	29	0	802
2026.02.09	00:58:00	26750.51	26783.27	26748.12	26783.27	30	0	802
